Model,TBS2104
1.104e-01,7.6
1.112e-01,8.8
1.120e-01,9.4
1.128e-01,9.7
1.136e-01,9.6
1.144e-01,7.9
1.152e-01,5.5
1.160e-01,2.7
1.168e-01,-0.1
1.176e-01,-2.6
1.184e-01,-3.9
1.192e-01,-4.4
1.200e-01,-4.6
1.208e-01,-4.6
1.216e-01,-4.5
1.224e-01,-3.4
1.232e-01,-1.4
1.240e-01,0.8
1.248e-01,3
1.256e-01,4.9
1.264e-01,6.6
1.272e-01,7.9
1.280e-01,9
1.288e-01,9.6
1.296e-01,9.7
1.304e-01,9.4
1.312e-01,7.6
1.320e-01,5.1
1.328e-01,2.3
1.336e-01,-0.5
1.344e-01,-2.8
1.352e-01,-4
1.360e-01,-4.3
1.368e-01,-4.4
1.376e-01,-4.5
1.384e-01,-4.3
1.392e-01,-3
1.400e-01,-1.1
1.408e-01,1.2
1.416e-01,3.2
1.424e-01,5
1.432e-01,6.7
1.440e-01,8.1
1.448e-01,9
1.456e-01,9.5
1.464e-01,9.7
1.472e-01,9.2
1.480e-01,7.2
1.488e-01,4.6
1.496e-01,1.7
1.504e-01,-1
1.512e-01,-3.2
1.520e-01,-4.2
1.528e-01,-4.5
1.536e-01,-4.6
1.544e-01,-4.6
1.552e-01,-4.1
1.560e-01,-2.8
1.568e-01,-0.7
1.576e-01,1.5
1.584e-01,3.6
1.592e-01,5.3
1.600e-01,7
1.608e-01,8.3
1.616e-01,9.2
1.624e-01,9.6
1.632e-01,9.8
1.640e-01,8.8
1.648e-01,6.7
1.656e-01,4.2
1.664e-01,1.2
1.672e-01,-1.5
1.680e-01,-3.5
1.688e-01,-4.2
1.696e-01,-4.5
1.704e-01,-4.6
1.712e-01,-4.7
1.720e-01,-4
1.728e-01,-2.4
1.736e-01,-0.4
1.744e-01,1.9
1.752e-01,3.9
1.760e-01,5.7
1.768e-01,7.2
1.776e-01,8.5
1.784e-01,9.3
1.792e-01,9.7
1.800e-01,9.8
1.808e-01,8.7
1.816e-01,6.4
1.824e-01,3.6
1.832e-01,0.9
1.840e-01,-1.6
1.848e-01,-3.6
1.856e-01,-4.3
1.864e-01,-4.3
1.872e-01,-4.5
1.880e-01,-4.5
1.888e-01,-3.8
1.896e-01,-2.2
1.904e-01,0
1.912e-01,2.2
1.920e-01,4.1
1.928e-01,5.9
1.936e-01,7.5
1.944e-01,8.7
1.952e-01,9.4
1.960e-01,9.7
1.968e-01,9.7
1.976e-01,8.2
1.984e-01,5.9
1.992e-01,3.1
2.000e-01,0.3
2.008e-01,-2.3
2.016e-01,-3.9
2.024e-01,-4.3
2.032e-01,-4.5
2.040e-01,-4.6
2.048e-01,-4.6
2.056e-01,-3.5
2.064e-01,-1.7
2.072e-01,0.5
2.080e-01,2.6
2.088e-01,4.5
2.096e-01,6.2
2.104e-01,7.6
2.112e-01,8.9
2.120e-01,9.5
2.128e-01,9.7
2.136e-01,9.6
2.144e-01,7.9
2.152e-01,5.5
2.160e-01,2.7
2.168e-01,-0.1
2.176e-01,-2.5
2.184e-01,-3.9
2.192e-01,-4.4
2.200e-01,-4.6
2.208e-01,-4.6
2.216e-01,-4.5
2.224e-01,-3.4
2.232e-01,-1.5
2.240e-01,0.8
2.248e-01,2.9
2.256e-01,4.8
2.264e-01,6.5
2.272e-01,7.9
2.280e-01,9
2.288e-01,9.5
2.296e-01,9.7
2.304e-01,9.4
2.312e-01,7.6
2.320e-01,5.1
2.328e-01,2.3
2.336e-01,-0.5
2.344e-01,-2.7
2.352e-01,-3.8
2.360e-01,-4.3
2.368e-01,-4.4
2.376e-01,-4.6
2.384e-01,-4.3
2.392e-01,-3
2.400e-01,-1
2.408e-01,1.1
2.416e-01,3.2
2.424e-01,5
2.432e-01,6.7
2.440e-01,8.1
2.448e-01,9
2.456e-01,9.6
2.464e-01,9.7
2.472e-01,9.1
2.480e-01,7.2
2.488e-01,4.6
2.496e-01,1.6
2.504e-01,-1.1
2.512e-01,-3.2
2.520e-01,-4.2
2.528e-01,-4.4
2.536e-01,-4.5
2.544e-01,-4.6
2.552e-01,-4.2
2.560e-01,-2.8
2.568e-01,-0.6
2.576e-01,1.6
2.584e-01,3.6
2.592e-01,5.3
2.600e-01,7
2.608e-01,8.3
2.616e-01,9.2
2.624e-01,9.6
2.632e-01,9.7
2.640e-01,8.8
2.648e-01,6.8
2.656e-01,4.2
2.664e-01,1.2
2.672e-01,-1.5
2.680e-01,-3.4
2.688e-01,-4.3
2.696e-01,-4.5
2.704e-01,-4.6
2.712e-01,-4.7
2.720e-01,-4.1
2.728e-01,-2.5
2.736e-01,-0.3
2.744e-01,1.9
2.752e-01,4
2.760e-01,5.6
2.768e-01,7.2
2.776e-01,8.5
2.784e-01,9.3
2.792e-01,9.6
2.800e-01,9.7
2.808e-01,8.6
2.816e-01,6.4
2.824e-01,3.7
2.832e-01,0.9
2.840e-01,-1.7
2.848e-01,-3.5
2.856e-01,-4.2
2.864e-01,-4.4
2.872e-01,-4.5
2.880e-01,-4.5
2.888e-01,-3.7
2.896e-01,-2
2.904e-01,0
2.912e-01,2.2
2.920e-01,4.1
2.928e-01,5.9
2.936e-01,7.5
2.944e-01,8.7
2.952e-01,9.4
2.960e-01,9.5
2.968e-01,9.7
2.976e-01,8.2
2.984e-01,5.9
2.992e-01,3.1
3.000e-01,0.3
3.008e-01,-2.2
3.016e-01,-3.8
3.024e-01,-4.4
3.032e-01,-4.6
3.040e-01,-4.6
3.048e-01,-4.5
3.056e-01,-3.6
3.064e-01,-1.8
3.072e-01,0.6
3.080e-01,2.6
3.088e-01,4.5
3.096e-01,6.2
3.104e-01,7.7
3.112e-01,8.9
3.120e-01,9.4
3.128e-01,9.7
3.136e-01,9.6
3.144e-01,7.9
3.152e-01,5.6
3.160e-01,2.6
3.168e-01,-0.2
3.176e-01,-2.5
3.184e-01,-3.9
3.192e-01,-4.4
3.200e-01,-4.6
3.208e-01,-4.6
3.216e-01,-4.6
3.224e-01,-3.4
3.232e-01,-1.5
3.240e-01,0.8
3.248e-01,2.9
3.256e-01,4.6
3.264e-01,6.6
3.272e-01,7.9
3.280e-01,8.9
3.288e-01,9.5
3.296e-01,9.8
3.304e-01,9.5
3.312e-01,7.6
3.320e-01,5.2
3.328e-01,2.3
3.336e-01,-0.5
3.344e-01,-2.8
3.352e-01,-4
3.360e-01,-4.2
3.368e-01,-4.4
3.376e-01,-4.5
3.384e-01,-4.3
3.392e-01,-3.1
3.400e-01,-1.1
3.408e-01,1.1
3.416e-01,3.3
3.424e-01,5
3.432e-01,6.8
3.440e-01,8.2
3.448e-01,9.1
3.456e-01,9.6
3.464e-01,9.7
3.472e-01,9.1
3.480e-01,7.1
3.488e-01,4.6
3.496e-01,1.7
3.504e-01,-1.1
3.512e-01,-3.2
3.520e-01,-4.1
3.528e-01,-4.4
3.536e-01,-4.5
3.544e-01,-4.6
3.552e-01,-4.2
3.560e-01,-2.7
3.568e-01,-0.6
3.576e-01,1.6
3.584e-01,3.6
3.592e-01,5.4
3.600e-01,7
3.608e-01,8.3
3.616e-01,9.2
3.624e-01,9.6
3.632e-01,9.8
3.640e-01,8.8
3.648e-01,6.8
3.656e-01,4.1
3.664e-01,1.3
3.672e-01,-1.4
3.680e-01,-3.4
3.688e-01,-4.3
3.696e-01,-4.5
3.704e-01,-4.6
3.712e-01,-4.6
3.720e-01,-4.1
3.728e-01,-2.5
3.736e-01,-0.4
3.744e-01,1.9
3.752e-01,3.9
3.760e-01,5.7
3.768e-01,7.3
3.776e-01,8.5
3.784e-01,9.3
3.792e-01,9.6
3.800e-01,9.8
3.808e-01,8.6
3.816e-01,6.3
3.824e-01,3.8
3.832e-01,1
3.840e-01,-1.8
3.848e-01,-3.5
3.856e-01,-4.3
3.864e-01,-4.4
3.872e-01,-4.5
3.880e-01,-4.5
3.888e-01,-3.7
3.896e-01,-2.1
3.904e-01,0
3.912e-01,2.2
3.920e-01,4.2
3.928e-01,5.9
3.936e-01,7.5
3.944e-01,8.7
3.952e-01,9.4
3.960e-01,9.7
3.968e-01,9.7
3.976e-01,8.2
3.984e-01,5.9
3.992e-01,3.1
4.000e-01,0.3
4.008e-01,-2.3
4.016e-01,-3.9
4.024e-01,-4.3
4.032e-01,-4.5
4.040e-01,-4.6
4.048e-01,-4.5
4.056e-01,-3.5
4.064e-01,-1.7
4.072e-01,0.5
4.080e-01,2.7
4.088e-01,4.5
4.096e-01,6.3
4.104e-01,7.7
4.112e-01,8.8
4.120e-01,9.5
4.128e-01,9.8
4.136e-01,9.6
4.144e-01,7.9
4.152e-01,5.5
4.160e-01,2.7
4.168e-01,-0.2
4.176e-01,-2.6
4.184e-01,-3.9
4.192e-01,-4.4
4.200e-01,-4.6
4.208e-01,-4.7
4.216e-01,-4.6
4.224e-01,-3.4
4.232e-01,-1.5
4.240e-01,0.8
4.248e-01,2.9
4.256e-01,4.9
4.264e-01,6.6
4.272e-01,7.9
4.280e-01,9
4.288e-01,9.5
4.296e-01,9.9
4.304e-01,9.4
4.312e-01,7.6
4.320e-01,5.2
4.328e-01,2.3
4.336e-01,-0.5
4.344e-01,-2.8
4.352e-01,-4
4.360e-01,-4.4
4.368e-01,-4.5
4.376e-01,-4.5
4.384e-01,-4.2
4.392e-01,-3
4.400e-01,-1
4.408e-01,1.2
4.416e-01,3.2
4.424e-01,5
4.432e-01,6.7
4.440e-01,8.1
4.448e-01,9.1
4.456e-01,9.6
4.464e-01,9.7
4.472e-01,9.1
4.480e-01,7.2
4.488e-01,4.5
4.496e-01,1.6
4.504e-01,-1
4.512e-01,-3.1
4.520e-01,-4.2
4.528e-01,-4.5
4.536e-01,-4.6
4.544e-01,-4.6
4.552e-01,-4.2
4.560e-01,-2.7
4.568e-01,-0.7
4.576e-01,1.6
4.584e-01,3.6
4.592e-01,5.4
4.600e-01,7
4.608e-01,8.2
4.616e-01,9.3
4.624e-01,9.6
4.632e-01,9.7
4.640e-01,8.9
4.648e-01,6.8
4.656e-01,4.1
4.664e-01,1.2
4.672e-01,-1.3
4.680e-01,-3.4
4.688e-01,-4.3
4.696e-01,-4.4
4.704e-01,-4.6
4.712e-01,-4.6
4.720e-01,-4.1
4.728e-01,-2.5
4.736e-01,-0.4
4.744e-01,1.9
4.752e-01,3.9
4.760e-01,5.7
4.768e-01,7.3
4.776e-01,8.5
4.784e-01,9.2
4.792e-01,9.6
4.800e-01,9.7
4.808e-01,8.7
4.816e-01,6.5
4.824e-01,3.7
4.832e-01,0.8
4.840e-01,-1.7
4.848e-01,-3.6
4.856e-01,-4.3
4.864e-01,-4.3
4.872e-01,-4.5
4.880e-01,-4.5
4.888e-01,-3.8
4.896e-01,-2.1
4.904e-01,0
4.912e-01,2.2
4.920e-01,4.1
4.928e-01,5.8
4.936e-01,7.5
4.944e-01,8.7
4.952e-01,9.4
4.960e-01,9.6
4.968e-01,9.7
4.976e-01,8.2
4.984e-01,5.9
4.992e-01,3.1
5.000e-01,0.2
5.008e-01,-2.3
5.016e-01,-3.8
5.024e-01,-4.4
5.032e-01,-4.5
5.040e-01,-4.6
5.048e-01,-4.5
5.056e-01,-3.5
5.064e-01,-1.7
5.072e-01,0.5
5.080e-01,2.6
5.088e-01,4.5
5.096e-01,6.2
5.104e-01,7.6
5.112e-01,8.9
5.120e-01,9.5
5.128e-01,9.8
5.136e-01,9.6
5.144e-01,7.9
5.152e-01,5.5
5.160e-01,2.7
5.168e-01,-0.1
5.176e-01,-2.5
5.184e-01,-3.9
5.192e-01,-4.4
5.200e-01,-4.6
5.208e-01,-4.6
5.216e-01,-4.5
5.224e-01,-3.4
5.232e-01,-1.5
5.240e-01,0.7
5.248e-01,2.9
5.256e-01,4.8
5.264e-01,6.6
5.272e-01,7.9
5.280e-01,9
5.288e-01,9.5
5.296e-01,9.8
5.304e-01,9.4
5.312e-01,7.6
5.320e-01,5.1
5.328e-01,2.2
5.336e-01,-0.5
5.344e-01,-2.9
5.352e-01,-4
5.360e-01,-4.4
5.368e-01,-4.5
5.376e-01,-4.5
5.384e-01,-4.2
5.392e-01,-2.9
5.400e-01,-1
5.408e-01,1.2
5.416e-01,3.3
5.424e-01,5.1
5.432e-01,6.7
5.440e-01,8.2
5.448e-01,9.1
5.456e-01,9.6
5.464e-01,9.7
5.472e-01,9.1
5.480e-01,7.1
5.488e-01,4.5
5.496e-01,1.6
5.504e-01,-1
5.512e-01,-3.2
5.520e-01,-4.3
5.528e-01,-4.5
5.536e-01,-4.6
5.544e-01,-4.6
5.552e-01,-4.2
5.560e-01,-2.7
5.568e-01,-0.5
5.576e-01,1.7
5.584e-01,3.6
5.592e-01,5.3
5.600e-01,7
5.608e-01,8.2
5.616e-01,9.2
5.624e-01,9.7
5.632e-01,9.7
5.640e-01,8.9
5.648e-01,6.8
5.656e-01,4.2
5.664e-01,1.3
5.672e-01,-1.4
5.680e-01,-3.4
5.688e-01,-4.3
5.696e-01,-4.4
5.704e-01,-4.6
5.712e-01,-4.6
5.720e-01,-4.1
5.728e-01,-2.5
5.736e-01,-0.4
5.744e-01,1.8
5.752e-01,3.9
5.760e-01,5.7
5.768e-01,7.3
5.776e-01,8.5
5.784e-01,9.3
5.792e-01,9.7
5.800e-01,9.7
5.808e-01,8.6
5.816e-01,6.5
5.824e-01,3.6
5.832e-01,0.8
5.840e-01,-1.8
5.848e-01,-3.6
5.856e-01,-4.3
5.864e-01,-4.4
5.872e-01,-4.5
5.880e-01,-4.6
5.888e-01,-3.7
5.896e-01,-2
5.904e-01,0.1
5.912e-01,2.2
5.920e-01,4.1
5.928e-01,5.9
5.936e-01,7.4
5.944e-01,8.6
5.952e-01,9.4
5.960e-01,9.6
5.968e-01,9.7
5.976e-01,8.1
5.984e-01,5.8
5.992e-01,3.1
6.000e-01,0.2
6.008e-01,-2.1
6.016e-01,-3.8
6.024e-01,-4.3
6.032e-01,-4.5
6.040e-01,-4.6
6.048e-01,-4.6
6.056e-01,-3.5
6.064e-01,-1.8
6.072e-01,0.5
6.080e-01,2.6
6.088e-01,4.5
6.096e-01,6.3
6.104e-01,7.7
6.112e-01,8.8
6.120e-01,9.5
6.128e-01,9.8
6.136e-01,9.6
6.144e-01,7.9
6.152e-01,5.6
6.160e-01,2.7
6.168e-01,-0.2
6.176e-01,-2.4
6.184e-01,-4
6.192e-01,-4.4
6.200e-01,-4.5
6.208e-01,-4.6
6.216e-01,-4.6
6.224e-01,-3.4
6.232e-01,-1.5
6.240e-01,0.8
6.248e-01,3
6.256e-01,4.8
6.264e-01,6.6
6.272e-01,8
6.280e-01,9
6.288e-01,9.5
6.296e-01,9.8
6.304e-01,9.4
6.312e-01,7.6
6.320e-01,5.1
6.328e-01,2.3
6.336e-01,-0.6
6.344e-01,-2.8
6.352e-01,-4
6.360e-01,-4.3
6.368e-01,-4.5
6.376e-01,-4.6
6.384e-01,-4.3
6.392e-01,-3
6.400e-01,-1
6.408e-01,1.2
6.416e-01,3.2
6.424e-01,5.1
6.432e-01,6.8
6.440e-01,8.2
6.448e-01,9.1
6.456e-01,9.6
6.464e-01,9.7
6.472e-01,9.1
6.480e-01,7.1
6.488e-01,4.6
6.496e-01,1.7
6.504e-01,-1.2
6.512e-01,-3.2
6.520e-01,-4.2
6.528e-01,-4.4
6.536e-01,-4.6
6.544e-01,-4.7
6.552e-01,-4.2
6.560e-01,-2.7
6.568e-01,-0.6
6.576e-01,1.6
6.584e-01,3.6
6.592e-01,5.4
6.600e-01,7
6.608e-01,8.3
6.616e-01,9.2
6.624e-01,9.6
6.632e-01,9.7
6.640e-01,8.8
6.648e-01,6.8
6.656e-01,4.1
6.664e-01,1.3
6.672e-01,-1.3
6.680e-01,-3.4
6.688e-01,-4.1
6.696e-01,-4.4
6.704e-01,-4.6
6.712e-01,-4.6
6.720e-01,-4
6.728e-01,-2.5
6.736e-01,-0.4
6.744e-01,1.8
6.752e-01,3.9
6.760e-01,5.8
6.768e-01,7.3
6.776e-01,8.6
6.784e-01,9.3
6.792e-01,9.6
6.800e-01,9.8
6.808e-01,8.6
6.816e-01,6.4
6.824e-01,3.7
6.832e-01,0.8
6.840e-01,-1.8
6.848e-01,-3.6
6.856e-01,-4.3
6.864e-01,-4.4
6.872e-01,-4.5
6.880e-01,-4.6
6.888e-01,-3.8
6.896e-01,-2
6.904e-01,0.1
6.912e-01,2.3
6.920e-01,4.2
6.928e-01,5.9
6.936e-01,7.4
6.944e-01,8.7
6.952e-01,9.4
6.960e-01,9.6
6.968e-01,9.7
6.976e-01,8.2
6.984e-01,5.9
6.992e-01,3.1
7.000e-01,0.2
7.008e-01,-2.3
7.016e-01,-3.8
7.024e-01,-4.5
7.032e-01,-4.5
7.040e-01,-4.6
7.048e-01,-4.6
7.056e-01,-3.6
7.064e-01,-1.8
7.072e-01,0.5
7.080e-01,2.7
7.088e-01,4.6
7.096e-01,6.3
7.104e-01,7.6
7.112e-01,8.8
7.120e-01,9.4
7.128e-01,9.8
7.136e-01,9.7
7.144e-01,7.9
7.152e-01,5.5
7.160e-01,2.7
7.168e-01,0
7.176e-01,-2.4
7.184e-01,-3.9
7.192e-01,-4.3
7.200e-01,-4.5
7.208e-01,-4.6
7.216e-01,-4.6
7.224e-01,-3.4
7.232e-01,-1.5
7.240e-01,0.7
7.248e-01,2.9
7.256e-01,4.8
7.264e-01,6.6
7.272e-01,7.9
7.280e-01,8.9
7.288e-01,9.5
7.296e-01,9.7
7.304e-01,9.4
7.312e-01,7.6
7.320e-01,5.1
7.328e-01,2.2
7.336e-01,-0.5
7.344e-01,-2.8
7.352e-01,-4.1
7.360e-01,-4.4
7.368e-01,-4.5
7.376e-01,-4.5
7.384e-01,-4.3
7.392e-01,-3
7.400e-01,-1
7.408e-01,1.2
7.416e-01,3.3
7.424e-01,5
7.432e-01,6.8
7.440e-01,8.2
7.448e-01,9.1
7.456e-01,9.6
7.464e-01,9.8
7.472e-01,9.2
7.480e-01,7.1
7.488e-01,4.6
7.496e-01,1.6
7.504e-01,-1
7.512e-01,-3.3
7.520e-01,-4.2
7.528e-01,-4.5
7.536e-01,-4.6
7.544e-01,-4.7
7.552e-01,-4.2
7.560e-01,-2.8
7.568e-01,-0.7
7.576e-01,1.7
7.584e-01,3.7
7.592e-01,5.4
7.600e-01,7
7.608e-01,8.3
7.616e-01,9.2
7.624e-01,9.6
7.632e-01,9.8
7.640e-01,8.9
7.648e-01,6.8
7.656e-01,4.1
7.664e-01,1.3
7.672e-01,-1.2
7.680e-01,-3.3
7.688e-01,-4.2
7.696e-01,-4.4
7.704e-01,-4.6
7.712e-01,-4.6
7.720e-01,-4.1
7.728e-01,-2.5
7.736e-01,-0.5
7.744e-01,1.8
7.752e-01,3.8
7.760e-01,5.7
7.768e-01,7.3
7.776e-01,8.5
7.784e-01,9.2
7.792e-01,9.6
7.800e-01,9.7
7.808e-01,8.6
7.816e-01,6.4
7.824e-01,3.7
7.832e-01,0.8
7.840e-01,-1.8
7.848e-01,-3.6
7.856e-01,-4.3
7.864e-01,-4.5
7.872e-01,-4.5
7.880e-01,-4.6
7.888e-01,-3.7
7.896e-01,-2.1
7.904e-01,0.1
7.912e-01,2.2
7.920e-01,4.2
7.928e-01,5.9
7.936e-01,7.4
7.944e-01,8.7
7.952e-01,9.4
7.960e-01,9.7
7.968e-01,9.7
7.976e-01,8.2
7.984e-01,5.9
7.992e-01,3.1

